"","Gene_name","WT1","WT3","WT4","muMT3","muMT1"
"2661","Apobec3",0,1,0,1,0
"2662","Apobec4",0,0,1,0,0
"2663","Apobr",3,2,0,1,0
"2664","Apoc1",0,0,0,0,0
"2665","Apoc2",0,0,0,0,0
"2666","Apoc3",0,0,0,0,0
"2667","Apoc4",0,0,0,0,0
"2668","Apod",1,2,6,2,3
"2669","Apoe",19,72,50,39,26
"2670","Apof",0,0,0,0,0
"2671","Apoh",0,0,0,0,0
"2672","Apol10a",0,0,0,0,0
"2673","Apol10b",0,0,0,0,0
"2674","Apol11a",0,0,0,0,0
"2675","Apol11b",0,0,0,0,0
"2676","Apol6",0,1,1,1,0
"2677","Apol7a",0,0,0,0,0
"2678","Apol7b",0,0,0,0,0
"2679","Apol7c",0,0,0,0,0
"2680","Apol7d",0,0,0,0,0
"2681","Apol7e",0,0,0,0,0
"2682","Apol8",0,0,0,0,0
"2683","Apol9a",0,0,0,0,0
"2684","Apol9b",0,0,0,0,0
"2685","Apold1",0,0,0,0,0
"2686","Apom",0,0,2,0,3
"2687","Apon",0,0,0,0,0
"2688","Apoo",0,0,0,0,0
"2689","Apoo-ps",0,0,0,0,0
"2690","Apool",0,0,0,0,0
"2691","Apopt1",1,2,7,3,2
"2692","App",51,65,91,80,27
"2693","Appbp2",0,0,1,0,0
"2694","Appl1",1,5,5,3,0
"2695","Appl2",0,2,0,3,0
"2696","Aprt",0,1,2,0,1
"2697","Aptx",1,5,4,4,2
"2698","Aqp1",0,0,0,2,0
"2699","Aqp11",3,0,0,0,1
"2700","Aqp12",0,1,1,0,0
"2701","Aqp2",0,0,0,0,0
"2702","Aqp3",0,0,0,0,0
"2703","Aqp4",3,2,5,2,0
"2704","Aqp5",0,0,0,0,0
"2705","Aqp6",1,0,0,0,0
"2706","Aqp7",0,0,0,0,1
"2707","Aqp8",0,0,0,0,0
"2708","Aqp9",0,0,0,0,0
"2709","Aqr",0,1,0,0,0
"2710","Ar",1,2,0,0,0
"2711","Araf",131,218,182,217,155
"2712","Arap1",1,0,2,0,0
"2713","Arap2",0,0,3,0,1
"2714","Arap3",0,0,0,1,0
"2715","Arc",1,8,0,1,0
"2716","Arcn1",0,1,4,5,1
"2717","Areg",0,0,0,0,0
"2718","Arf1",9,26,33,17,19
"2719","Arf2",2,1,0,2,0
"2720","Arf3",13,32,33,28,14
"2721","Arf4",2,1,4,2,0
"2722","Arf5",0,2,1,2,1
"2723","Arf6",2,4,6,2,4
"2724","Arfgap1",0,0,2,1,0
"2725","Arfgap2",17,34,21,22,24
"2726","Arfgap3",0,0,1,0,0
"2727","Arfgef1",2,3,3,1,1
"2728","Arfgef2",0,1,0,2,2
"2729","Arfip1",1,0,0,2,0
"2730","Arfip2",1,1,2,4,0
"2731","Arfrp1",2,4,6,5,4
"2732","Arg1",0,0,1,1,0
"2733","Arg2",52,113,104,113,91
"2734","Arglu1",4,7,6,6,1
"2735","Arhgap1",1,3,1,2,0
"2736","Arhgap10",1,1,1,2,1
"2737","Arhgap11a",1,2,0,1,0
"2738","Arhgap12",2,3,2,3,2
"2739","Arhgap15",1,0,0,1,0
"2740","Arhgap17",0,1,3,2,0
"2741","Arhgap18",0,0,0,0,0
"2742","Arhgap19",1,0,0,0,0
"2743","Arhgap20",1,0,0,0,0
"2744","Arhgap21",5,3,13,12,3
"2745","Arhgap22",1,1,1,0,0
"2746","Arhgap23",6,4,7,6,4
"2747","Arhgap24",1,0,0,2,1
"2748","Arhgap25",1,0,0,0,1
"2749","Arhgap26",7,23,19,16,17
"2750","Arhgap27",35,44,40,39,24
"2751","Arhgap28",0,0,0,0,0
"2752","Arhgap29",1,0,0,1,0
"2753","Arhgap30",0,3,2,3,2
"2754","Arhgap31",0,0,0,0,0
"2755","Arhgap32",3,3,0,2,1
"2756","Arhgap33",0,4,1,0,2
"2757","Arhgap36",0,0,0,0,0
"2758","Arhgap39",3,2,1,0,1
"2759","Arhgap4",0,0,0,0,0
"2760","Arhgap40",1,0,0,2,0
"2761","Arhgap42",0,0,1,0,0
"2762","Arhgap44",4,13,5,8,7
"2763","Arhgap5",1,0,1,0,0
"2764","Arhgap6",2,3,1,1,2
"2765","Arhgap8",0,0,0,0,0
"2766","Arhgap9",0,0,6,0,0
"2767","Arhgdia",2,3,1,1,2
"2768","Arhgdib",3,2,3,4,1
"2769","Arhgdig",0,0,0,0,0
"2770","Arhgef1",0,1,0,0,0
"2771","Arhgef10",0,0,1,0,0
"2772","Arhgef10l",0,0,3,0,0
"2773","Arhgef11",1,5,9,6,6
"2774","Arhgef12",13,8,16,11,11
"2775","Arhgef15",1,1,2,4,1
"2776","Arhgef16",0,1,0,0,0
"2777","Arhgef17",9,12,17,13,3
"2778","Arhgef18",0,0,0,2,0
"2779","Arhgef19",0,1,0,0,2
"2780","Arhgef2",6,13,10,10,8
"2781","Arhgef25",1,8,12,10,2
"2782","Arhgef26",39,41,54,57,27
"2783","Arhgef28",2,0,0,4,0
"2784","Arhgef3",3,2,3,1,2
"2785","Arhgef33",0,3,3,4,2
"2786","Arhgef37",2,1,4,1,2
"2787","Arhgef38",0,0,0,0,2
"2788","Arhgef39",2,4,8,3,3
"2789","Arhgef4",4,5,9,3,4
"2790","Arhgef40",57,80,103,90,82
"2791","Arhgef5",0,1,0,0,0
"2792","Arhgef6",0,1,0,1,0
"2793","Arhgef7",4,3,3,4,0
"2794","Arhgef9",3,2,17,7,4
"2795","Arid1a",4,4,2,4,2
"2796","Arid1b",1,2,2,2,2
"2797","Arid2",8,17,13,10,8
"2798","Arid3a",3,1,6,2,6
"2799","Arid3b",0,0,0,0,0
"2800","Arid3c",0,0,1,0,0
"2801","Arid4a",2,5,5,2,0
"2802","Arid4b",4,3,4,1,0
"2803","Arid5a",0,0,0,0,1
"2804","Arid5b",0,0,0,0,0
"2805","Arih1",5,4,5,3,6
"2806","Arih2",0,0,1,0,1
"2807","Arl1",5,1,4,1,0
"2808","Arl10",0,1,0,3,0
"2809","Arl11",0,0,0,0,0
"2810","Arl13a",0,0,0,0,1
"2811","Arl13b",0,0,1,0,1
"2812","Arl14",0,0,0,0,0
"2813","Arl14ep",4,5,4,5,2
"2814","Arl14epl",0,0,0,0,0
"2815","Arl15",1,0,0,0,1
"2816","Arl16",9,14,6,9,5
"2817","Arl2",1,2,1,0,1
"2818","Arl2bp",3,9,9,7,3
"2819","Arl3",3,1,4,1,0
"2820","Arl4a",0,0,0,0,0
"2821","Arl4c",0,0,1,1,1
"2822","Arl4d",0,1,0,1,0
"2823","Arl5a",0,1,2,3,0
"2824","Arl5b",1,0,0,0,0
"2825","Arl5c",0,0,0,0,0
"2826","Arl6",0,0,0,0,0
"2827","Arl6ip1",0,2,2,1,0
"2828","Arl6ip4",12,17,18,15,10
"2829","Arl6ip5",1,3,2,2,1
"2830","Arl6ip6",0,0,0,0,0
"2831","Arl8a",5,5,3,4,5
"2832","Arl8b",4,7,9,3,5
"2833","Arl9",0,0,0,0,0
"2834","Armc1",0,0,2,1,0
"2835","Armc10",4,2,2,0,3
"2836","Armc12",0,0,0,0,0
"2837","Armc2",1,1,3,0,1
"2838","Armc3",0,0,0,0,0
"2839","Armc4",0,0,0,3,0
"2840","Armc5",10,4,9,12,8
"2841","Armc6",11,11,16,12,6
"2842","Armc7",66,80,86,71,63
"2843","Armc8",2,5,4,5,1
"2844","Armc9",0,0,1,1,1
"2845","Armcx1",5,2,7,2,3
"2846","Armcx2",3,2,2,1,0
"2847","Armcx3",7,5,6,6,5
"2848","Armcx4",0,7,4,4,2
"2849","Armcx5",1,0,2,0,1
"2850","Armcx6",0,1,1,1,2
"2851","Arnt",1,1,4,2,0
"2852","Arnt2",1,4,3,3,0
"2853","Arntl",0,0,1,0,0
"2854","Arntl2",0,0,0,0,0
"2855","Arpc1a",0,1,0,1,1
"2856","Arpc1b",1,5,2,2,0
"2857","Arpc2",2,8,4,6,5
"2858","Arpc3",2,2,0,2,4
"2859","Arpc4",1,2,0,2,0
"2860","Arpc5",5,2,4,0,0
"2861","Arpc5l",6,3,5,8,5
"2862","Arpp19",0,3,4,2,1
"2863","Arpp21",48,73,89,63,40
"2864","Arr3",3,6,2,5,4
"2865","Arrb1",4,11,4,11,2
"2866","Arrb2",1,2,1,2,2
"2867","Arrdc1",0,0,0,0,0
"2868","Arrdc2",0,4,6,3,3
"2869","Arrdc3",0,1,2,2,2
"2870","Arrdc4",2,1,1,1,0
"2871","Arrdc5",0,0,0,0,0
"2872","Arsa",28,39,30,37,26
"2873","Arsb",5,8,6,6,3
"2874","Arsg",0,1,1,2,2
"2875","Arsi",0,0,1,0,0
"2876","Arsj",0,0,0,0,0
"2877","Arsk",23,7,12,7,8
"2878","Art1",0,0,0,0,0
"2879","Art2a-ps",0,0,0,0,0
"2880","Art2b",0,0,0,0,0
"2881","Art3",0,0,0,1,0
"2882","Art4",0,0,0,0,0
"2883","Art5",0,0,0,0,0
"2884","Artn",0,0,0,0,0
"2885","Arv1",0,0,0,0,0
"2886","Arvcf",54,100,93,84,91
"2887","Arx",0,0,0,1,0
"2888","Arxes1",2,1,1,4,3
"2889","Arxes2",2,7,3,2,2
"2890","As3mt",0,0,0,1,0
"2891","Asah1",4,1,3,6,2
"2892","Asah2",1,0,3,1,1
"2893","Asap1",2,1,2,3,4
"2894","Asap2",110,168,178,105,89
"2895","Asap3",0,0,0,0,0
"2896","Asb1",1,1,1,1,0
"2897","Asb10",0,0,0,0,0
"2898","Asb11",0,0,0,0,0
"2899","Asb12",0,0,0,0,0
"2900","Asb13",2,1,0,0,1
"2901","Asb14",5,7,19,15,2
"2902","Asb15",0,0,0,0,0
"2903","Asb16",0,0,0,0,0
"2904","Asb17",2,2,2,1,0
"2905","Asb18",0,0,1,1,0
"2906","Asb2",0,0,0,0,0
"2907","Asb3",1,2,1,1,3
"2908","Asb4",0,0,0,0,0
"2909","Asb5",0,0,0,0,0
"2910","Asb6",2,2,4,0,1
"2911","Asb7",0,1,1,0,2
"2912","Asb8",0,1,3,0,0
"2913","Asb9",0,0,0,0,0
"2914","Ascc1",0,0,0,0,4
"2915","Ascc2",0,1,1,1,0
"2916","Ascc3",0,0,1,0,0
"2917","Ascl1",18,6,11,7,4
"2918","Ascl2",0,0,0,0,0
"2919","Ascl3",0,0,0,0,0
"2920","Ascl4",0,0,0,0,0
"2921","Ascl5",0,0,0,0,0
"2922","Asf1a",3,7,7,3,1
"2923","Asf1b",0,0,0,0,0
"2924","Asgr1",0,0,0,0,0
"2925","Asgr2",0,0,0,0,0
"2926","Ash1l",1,1,7,4,0
"2927","Ash2l",0,1,2,2,0
"2928","Asic1",46,79,84,88,45
"2929","Asic2",19,14,20,22,12
"2930","Asic3",1,2,4,0,1
"2931","Asic4",5,3,9,5,3
"2932","Asic5",0,0,0,0,0
"2933","Asl",1,3,0,0,0
"2934","Asmt",1,0,0,0,0
"2935","Asna1",0,1,0,0,0
"2936","Asns",2,0,1,0,0
"2937","Asnsd1",0,0,0,0,0
"2938","Aspa",0,0,0,0,0
"2939","Aspdh",0,0,1,0,0
"2940","Aspg",0,0,0,0,0
"2941","Asph",712,973,1190,1077,654
"2942","Asphd1",1,2,3,1,2
"2943","Asphd2",0,0,1,3,0
"2944","Aspm",0,0,0,0,0
"2945","Aspn",0,0,0,0,0
"2946","Asprv1",1,0,0,0,0
"2947","Aspscr1",2,0,3,0,0
"2948","Asrgl1",2,3,14,3,2
"2949","Ass1",0,0,0,0,0
"2950","Aste1",3,1,2,3,3
"2951","Astl",0,0,0,0,0
"2952","Astn1",2,1,5,2,2
"2953","Astn2",0,0,1,1,0
"2954","Asun",2,3,2,1,1
"2955","Asxl1",1,1,11,5,1
"2956","Asxl2",3,5,5,2,0
"2957","Asxl3",0,0,0,0,0
"2958","Asz1",0,0,0,0,0
"2959","Atad1",0,3,2,1,1
"2960","Atad2",0,0,1,0,0
"2961","Atad2b",1,1,6,2,2
"2962","Atad3a",3,4,2,0,1
"2963","Atad5",1,1,0,0,4
"2964","Atat1",1,5,1,2,1
"2965","Atcay",1,3,4,4,1
"2966","Ate1",2,1,6,6,2
"2967","Atf1",1,1,1,3,0
"2968","Atf2",0,1,0,1,0
"2969","Atf3",0,0,0,0,0
"2970","Atf4",0,1,2,1,0
"2971","Atf5",35,40,75,40,26
"2972","Atf6",3,1,4,2,4
"2973","Atf6b",17,21,21,19,13
"2974","Atf7",1,1,2,0,2
"2975","Atf7ip",1,3,0,0,0
"2976","Atf7ip2",0,0,0,0,0
"2977","Atg10",1,0,0,0,1
"2978","Atg12",1,0,1,0,0
"2979","Atg13",2,5,5,9,3
"2980","Atg14",0,0,1,1,0
"2981","Atg16l1",0,2,2,3,2
"2982","Atg16l2",1,1,1,0,0
"2983","Atg2a",0,0,0,0,0
"2984","Atg2b",3,2,8,2,0
"2985","Atg3",16,33,24,27,19
"2986","Atg4a",0,0,0,0,0
"2987","Atg4b",0,1,0,1,1
"2988","Atg4c",1,3,4,4,4
"2989","Atg4d",240,402,358,377,297
"2990","Atg5",0,1,0,0,0
"2991","Atg7",149,237,257,224,221
"2992","Atg9a",1,1,2,1,3
"2993","Atg9b",18,22,21,7,21
"2994","Athl1",0,0,0,0,0
"2995","Atic",2,2,4,2,1
"2996","Atl1",3,6,5,7,3
"2997","Atl2",2,1,5,1,0
"2998","Atl3",5,7,8,5,2
"2999","Atm",0,0,0,1,0
"3000","Atmin",31,33,30,35,23
"3001","Atn1",5,2,4,8,2
"3002","Atoh1",0,0,0,0,0
"3003","Atoh7",0,0,0,0,0
"3004","Atoh8",1,2,3,0,0
"3005","Atox1",1,0,0,0,0
"3006","Atp10a",0,1,1,0,0
"3007","Atp10b",2,6,7,6,5
"3008","Atp10d",1,0,0,0,0
"3009","Atp11a",2,1,0,2,1
"3010","Atp11b",1,3,2,3,1
"3011","Atp11c",0,0,1,1,0
"3012","Atp12a",0,0,0,0,0
"3013","Atp13a1",0,1,3,1,3
"3014","Atp13a2",6,1,4,0,1
"3015","Atp13a3",3,4,3,4,2
"3016","Atp13a4",0,0,1,0,0
"3017","Atp13a5",0,0,0,0,0
"3018","Atp1a1",7,6,14,11,4
"3019","Atp1a2",38,52,53,40,23
"3020","Atp1a3",12,16,32,13,12
"3021","Atp1a4",0,1,1,0,0
"3022","Atp1b1",19,25,47,28,15
"3023","Atp1b2",0,2,11,7,2
"3024","Atp1b3",5,9,5,6,5
"3025","Atp1b4",0,0,0,0,0
"3026","Atp2a1",3,5,8,4,4
"3027","Atp2a2",14,19,21,14,10
"3028","Atp2a3",0,0,0,0,1
"3029","Atp2b1",16,30,56,25,10
"3030","Atp2b2",2,1,5,2,0
"3031","Atp2b3",4,5,5,1,0
"3032","Atp2b4",0,4,4,1,0
"3033","Atp2c1",3,5,3,3,2
"3034","Atp2c2",0,0,0,0,0
"3035","Atp4a",0,0,0,0,0
"3036","Atp4b",0,0,0,0,0
"3037","Atp5a1",14,26,22,18,6
"3038","Atp5b",24,42,44,30,10
"3039","Atp5c1",5,0,2,1,0
"3040","Atp5d",1,1,1,0,1
"3041","Atp5e",0,0,0,0,1
"3042","Atp5f1",117,155,194,161,83
"3043","Atp5g1",0,1,0,0,0
"3044","Atp5g2",0,1,0,0,1
"3045","Atp5g3",1,3,2,3,1
"3046","Atp5h",0,4,4,8,5
"3047","Atp5j",21,25,25,21,12
"3048","Atp5j2",3,2,3,6,4
"3049","Atp5k",0,1,4,0,5
"3050","Atp5l",0,1,5,3,0
"3051","Atp5o",1,0,0,1,0
"3052","Atp5s",8,10,15,12,6
"3053","Atp5sl",1,3,4,7,4
"3054","Atp6ap1",3,17,16,7,5
"3055","Atp6ap1l",0,0,0,0,0
"3056","Atp6ap2",5,3,4,4,4
"3057","Atp6v0a1",1,3,4,3,1
"3058","Atp6v0a2",0,0,0,0,0
"3059","Atp6v0a4",0,1,0,0,0
"3060","Atp6v0b",14,15,18,8,7
"3061","Atp6v0c",1,2,2,1,1
"3062","Atp6v0c-ps2",1,2,2,1,1
"3063","Atp6v0d1",3,0,0,1,0
"3064","Atp6v0d2",0,0,0,0,0
"3065","Atp6v0e",1,5,2,1,1
"3066","Atp6v0e2",5,7,9,7,2
"3067","Atp6v1a",5,6,8,7,4
"3068","Atp6v1b1",0,0,0,0,0
"3069","Atp6v1b2",2,10,9,12,1
"3070","Atp6v1c1",2,1,4,2,1
"3071","Atp6v1c2",11,19,14,26,15
"3072","Atp6v1d",6,11,16,10,10
"3073","Atp6v1e1",5,2,1,0,2
"3074","Atp6v1e2",1,4,1,2,0
"3075","Atp6v1f",0,1,3,2,3
"3076","Atp6v1g1",1,7,8,2,0
"3077","Atp6v1g2",15,18,22,13,8
"3078","Atp6v1g3",0,0,0,0,0
"3079","Atp6v1h",1,0,3,1,0
"3080","Atp7a",0,0,1,0,0
"3081","Atp7b",0,0,0,0,0
"3082","Atp8a1",3,5,4,2,4
"3083","Atp8a2",0,0,0,0,0
"3084","Atp8b1",0,1,0,0,0
"3085","Atp8b2",0,0,8,0,0
"3086","Atp8b3",0,0,1,0,1
"3087","Atp8b4",0,0,0,0,0
"3088","Atp8b5",0,2,1,0,0
"3089","Atp9a",1,1,5,1,3
"3090","Atp9b",0,0,0,0,0
"3091","Atpaf1",1,1,2,1,0
"3092","Atpaf2",0,2,1,0,0
"3093","Atpbd4",0,0,0,0,0
"3094","Atpif1",4,11,7,11,10
"3095","Atr",8,9,13,9,3
"3096","Atraid",0,2,1,0,0
"3097","Atrip",0,1,2,0,2
"3098","Atrn",2,5,2,1,3
"3099","Atrnl1",5,10,7,7,1
"3100","Atrx",6,11,17,7,8
"3101","Atxn1",26,28,40,35,25
"3102","Atxn10",4,2,2,1,2
"3103","Atxn1l",0,0,2,2,1
"3104","Atxn2",2,5,4,4,2
"3105","Atxn2l",0,2,0,1,0
"3106","Atxn3",1,0,0,0,0
"3107","Atxn7",3,1,2,2,0
"3108","Atxn7l1",0,2,0,0,0
"3109","Atxn7l2",0,1,2,0,2
"3110","Atxn7l3",18,19,31,24,19
"3111","Atxn7l3b",4,5,3,0,0
"3112","Auh",0,2,1,1,1
"3113","Aup1",1,5,2,2,6
"3114","Aurka",19,42,41,37,37
"3115","Aurkaip1",0,0,0,0,0
"3116","Aurkb",0,0,1,0,2
"3117","Aurkc",0,0,0,0,0
"3118","Auts2",4,11,4,7,1
"3119","Aven",3,7,5,3,4
"3120","Avil",4,2,0,3,1
"3121","Avl9",1,0,2,2,0
"3122","Avp",0,0,1,0,0
"3123","Avpi1",0,0,0,0,0
"3124","Avpr1a",0,0,0,0,0
"3125","Avpr1b",0,0,1,0,0
"3126","Avpr2",1,1,2,2,1
"3127","Awat1",0,0,0,0,0
"3128","Awat2",0,0,0,0,0
"3129","Axin1",0,0,2,1,0
"3130","Axin2",5,3,6,3,0
"3131","Axl",0,0,1,0,0
"3132","Aym1",0,0,0,0,0
"3133","Azgp1",0,0,0,0,0
"3134","Azi1",0,1,0,2,0
"3135","Azi2",6,8,14,11,3
"3136","Azin1",5,11,11,9,8
"3137","B020004C17Rik",0,0,0,0,0
"3138","B020004J07Rik",0,0,0,0,0
"3139","B020014A21Rik",0,0,0,0,0
"3140","B020018J22Rik",0,0,0,0,0
"3141","B020031M17Rik",0,0,0,0,0
"3142","B130006D01Rik",0,0,0,0,0
"3143","B130024G19Rik",0,0,0,0,0
"3144","B130034C11Rik",0,0,0,0,0
"3145","B230118H07Rik",4,2,2,0,2
"3146","B230119M05Rik",1,1,5,0,0
"3147","B230120H23Rik",0,0,0,1,0
"3148","B230206H07Rik",22,63,74,55,46
"3149","B230208H11Rik",0,0,0,0,0
"3150","B230209E15Rik",4,2,4,2,6
"3151","B230209K01Rik",5,3,5,3,1
"3152","B230214G05Rik",0,0,0,0,0
"3153","B230216G23Rik",0,0,0,0,0
"3154","B230216N24Rik",0,0,0,0,0
"3155","B230217C12Rik",0,0,1,0,0
"3156","B230217O12Rik",1,0,0,0,0
"3157","B230219D22Rik",6,5,8,3,1
"3158","B230312C02Rik",0,0,0,0,0
"3159","B230319C09Rik",0,0,0,0,0
"3160","B230323A14Rik",0,0,0,0,0
"3161","B230378P21Rik",0,0,0,0,0
"3162","B2m",3,0,0,3,0
"3163","B330016D10Rik",0,0,0,0,1
"3164","B3galnt1",0,0,3,0,0
"3165","B3galnt2",106,157,201,208,148
"3166","B3galt1",1,1,2,4,0
"3167","B3galt2",3,0,5,1,1
"3168","B3galt4",3,3,1,1,1
"3169","B3galt5",0,2,0,0,0
"3170","B3galt6",5,9,3,3,5
"3171","B3galtl",0,0,0,1,0
"3172","B3gat1",1,2,3,0,0
"3173","B3gat2",1098,1578,1646,1464,1161
"3174","B3gat3",2,2,4,2,2
"3175","B3gnt1",2,2,6,3,2
"3176","B3gnt2",5,14,6,12,6
"3177","B3gnt3",0,0,6,3,0
"3178","B3gnt4",22,36,32,37,25
"3179","B3gnt5",0,0,0,0,0
"3180","B3gnt6",1,2,2,0,0
"3181","B3gnt7",3,6,1,1,0
"3182","B3gnt8",7,12,7,3,4
"3183","B3gnt9",144,236,213,211,164
"3184","B3gntl1",109,167,173,157,152
"3185","B430010I23Rik",39,38,86,58,40
"3186","B430212C06Rik",10,17,8,11,5
"3187","B430306N03Rik",0,0,0,0,0
"3188","B430319G15Rik",0,4,4,4,1
"3189","B4galnt1",4,16,28,18,9
"3190","B4galnt2",3,3,5,2,3
"3191","B4galnt3",0,0,0,0,0
"3192","B4galnt4",10,16,23,31,12
"3193","B4galt1",0,2,1,2,0
"3194","B4galt2",1,0,1,1,1
"3195","B4galt3",7,17,24,9,15
"3196","B4galt4",0,4,8,3,1
"3197","B4galt5",1,0,0,1,1
"3198","B4galt6",2,11,9,5,9
"3199","B4galt7",1,0,1,0,0
"3200","B630005N14Rik",2,0,1,1,0
"3201","B630019K06Rik",8,9,10,4,11
"3202","B830017H08Rik",0,2,2,0,1
"3203","B930003M22Rik",0,0,0,0,0
"3204","B930018H19Rik",0,0,0,0,1
"3205","B930025P03Rik",0,0,0,0,0
"3206","B930041F14Rik",3,4,3,0,2
"3207","B930059L03Rik",0,4,2,3,1
"3208","B930092H01Rik",0,0,0,0,0
"3209","B9d1",1,1,6,2,0
"3210","B9d2",0,0,0,0,0
"3211","BB014433",1,1,1,0,0
"3212","BB019430",0,0,0,0,0
"3213","BB031773",0,17,7,11,9
"3214","BB123696",0,0,0,0,0
"3215","BB283400",0,0,0,0,0
"3216","BB287469",0,0,0,0,0
"3217","BB557941",1,0,0,0,0
"3218","BC002163",2,1,0,1,1
"3219","BC003331",9,8,7,8,0
"3220","BC003965",1,5,5,4,1
"3221","BC004004",0,0,0,1,0
"3222","BC005537",2,5,2,3,1
"3223","BC005561",0,1,0,0,0
"3224","BC005624",2,7,5,2,0
"3225","BC005764",71,104,130,106,65
"3226","BC006965",0,0,0,0,0
"3227","BC016423",104,157,179,134,105
"3228","BC016579",0,0,0,0,0
"3229","BC017158",0,0,1,2,2
"3230","BC017612",0,0,0,1,0
"3231","BC017643",17,17,12,7,19
"3232","BC018242",3,4,1,2,3
"3233","BC018473",0,0,0,0,0
"3234","BC018507",1,1,1,1,0
"3235","BC020402",1,3,5,1,0
"3236","BC021614",0,0,0,0,0
"3237","BC021767",0,2,0,0,2
"3238","BC021785",1,0,0,0,0
"3239","BC021891",2,0,1,4,0
"3240","BC022687",0,1,0,0,0
"3241","BC023829",0,0,1,0,0
"3242","BC024139",0,1,3,1,3
"3243","BC024386",0,0,0,0,0
"3244","BC024582",4,5,21,13,2
"3245","BC024978",128,194,202,198,134
"3246","BC025920",0,0,0,0,0
"3247","BC026585",0,0,0,0,0
"3248","BC026590",1,1,1,0,1
"3249","BC027072",0,0,1,0,1
"3250","BC027231",120,152,188,160,142
"3251","BC028528",0,1,0,0,1
"3252","BC029214",2,4,7,4,1
"3253","BC029722",219,312,349,302,284
"3254","BC030307",1,2,1,2,2
"3255","BC030336",0,1,4,2,1
"3256","BC030476",0,0,0,1,0
"3257","BC030500",13,13,33,21,4
"3258","BC030867",0,0,0,0,0
"3259","BC030870",0,0,0,0,0
"3260","BC031181",4,1,1,2,1
"3261","BC031361",0,0,4,2,1
"3262","BC033916",1,0,0,0,0
"3263","BC035044",0,0,0,0,0
"3264","BC037032",203,237,391,264,156
"3265","BC037034",2,2,3,2,4
"3266","BC037704",0,2,4,1,3
"3267","BC039771",0,0,0,0,0
"3268","BC039966",0,0,0,0,0
"3269","BC048403",0,0,1,0,0
"3270","BC048502",0,0,0,0,0
"3271","BC048507",0,0,0,0,0
"3272","BC048546",0,3,1,2,2
"3273","BC048562",0,0,0,0,0
"3274","BC048602",0,0,0,0,0
"3275","BC048609",7,25,29,27,12
"3276","BC048644",3,7,5,16,7
"3277","BC048671",0,0,0,0,0
"3278","BC048679",0,0,0,1,0
"3279","BC048943",0,0,0,0,0
"3280","BC049352",0,0,0,1,0
"3281","BC049635",50,46,81,55,22
"3282","BC049715",35,53,52,38,30
"3283","BC049730",0,0,0,0,0
"3284","BC049762",1,1,0,0,0
"3285","BC051019",0,1,1,0,0
"3286","BC051070",0,0,0,0,0
"3287","BC051142",0,0,0,1,0
"3288","BC051226",0,0,1,1,0
"3289","BC051537",7,8,4,5,5
"3290","BC051628",0,0,0,0,0
"3291","BC051665",0,0,0,0,0
"3292","BC052040",0,0,0,0,0
"3293","BC052688",0,0,0,0,0
"3294","BC053393",0,0,0,0,0
"3295","BC053749",0,1,0,0,0
"3296","BC055111",0,0,0,0,0
"3297","BC055324",40,66,82,64,44
"3298","BC055402",0,0,0,0,0
"3299","BC056474",0,2,2,3,0
"3300","BC061194",0,2,1,0,0
"3301","BC061212",0,0,0,0,0
"3302","BC061237",0,0,0,0,0
"3303","BC064078",0,0,0,0,0
"3304","BC065397",0,0,0,1,0
"3305","BC068157",29,44,29,35,25
"3306","BC068281",0,0,0,0,0
"3307","BC080695",0,0,0,0,0
"3308","BC089491",0,0,0,0,0
"3309","BC089597",0,0,0,0,0
"3310","BC090627",1,1,3,2,3
"3311","BC094916",0,0,0,0,0
"3312","BC096441",3,4,3,1,1
"3313","BC100451",0,0,0,0,0
"3314","BC100530",0,0,0,0,0
"3315","BC107364",0,0,0,1,0
"3316","BC117090",0,0,0,0,0
"3317","BC125332",6,11,10,8,3
"3318","BC147527",0,0,0,0,0
"3319","Baalc",0,1,0,2,0
"3320","Baat",0,0,0,0,0
"3321","Baat1",0,0,0,0,0
"3322","Babam1",1,4,4,3,2
"3323","Bace1",320,394,534,352,240
"3324","Bace2",1,0,0,0,0
"3325","Bach1",0,1,2,0,0
"3326","Bach2",0,0,0,0,0
"3327","Bad",22,43,39,49,23
"3328","Bag1",4,13,9,11,1
"3329","Bag2",0,0,0,0,0
"3330","Bag3",0,2,1,1,0
"3331","Bag4",18,33,38,31,22
"3332","Bag5",2,15,12,3,4
"3333","Bag6",3,5,14,9,4
"3334","Bahcc1",5,3,9,3,0
"3335","Bahd1",2,1,1,0,1
"3336","Bai1",5,11,7,9,6
"3337","Bai2",5,3,7,3,2
"3338","Bai3",1,5,4,6,1
"3339","Baiap2",1,2,3,2,1
"3340","Baiap2l1",2,2,2,2,1
"3341","Baiap2l2",0,1,2,0,3
"3342","Baiap3",94,99,121,120,107
"3343","Bak1",3,10,6,9,11
"3344","Bambi",0,0,0,0,0
"3345","Bambi-ps1",0,0,0,0,0
"3346","Banf1",5,3,3,1,2
"3347","Banf2",0,0,0,0,0
"3348","Bank1",0,0,1,0,0
"3349","Banp",0,0,1,1,1
"3350","Bap1",6,12,12,7,3
"3351","Bard1",0,0,0,0,0
"3352","Barhl1",1,1,4,1,0
"3353","Barhl2",0,0,0,0,0
"3354","Barx1",0,0,0,0,0
"3355","Barx2",0,0,0,0,0
"3356","Basp1",733,972,1101,768,514
"3357","Batf",0,0,0,0,0
